"","oid","typ","cid","tna","rnk","tid","mna","mra","mid","oei","oli","eag","lag","rid","gnl","gnn","odl","odn","cll","cln","phl","phn","idt","ids","rss","eag.1","lag.1","cxi","ein","lin","fml","fmn","rst","eid","idf"
"1:2579","1595689","occ","224645","Pterophyllum distans","3","456397","Nilssonia distans","3","456398","Late Jurassic",NA,"163.5","145","80975;80975","Nilsonia","169172","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Pterophyllum","distans",NA,163.5,145,"41","41","41",NA,NA,NA,NA,NA
"1:2580","1595690","occ","224686","Pterophyllum hislopianum n. sp.","3","456399","Nilssonia distans","3","456398","Late Jurassic",NA,"163.5","145","80975;80975","Nilsonia","169172","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Pterophyllum","hislopianum","n. sp.",163.5,145,"41","41","41",NA,NA,NA,NA,NA
"1:2581","1595692","occ","224760","Nilssonia princeps","3","456396","Nilssonia princeps","3","456396","Late Jurassic",NA,"163.5","145","80975;80975","Nilsonia","169172","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Nilssonia","princeps",NA,163.5,145,"41","41","41",NA,NA,NA,NA,NA
"1:2582","1595693","occ","224607","Nilssonia sahnii n. sp.","3","456400","Nilssonia sahnii","3","456400","Late Jurassic",NA,"163.5","145","80975;80975","Nilsonia","169172","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Nilssonia","sahnii","n. sp.",163.5,145,"41","41","41",NA,NA,NA,NA,NA
"1:2583","1595694","occ","224720","Nilssonia sp.",NA,"157259","Nilsonia","5","169172","Late Jurassic",NA,"163.5","145","80975;80975","Nilsonia","169172","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Nilssonia","sp.",NA,163.5,145,"41","41","41",NA,NA,NA,NA,NA
"1:2584","1595695","occ","224760","Nilssonia sp.",NA,"157259","Nilsonia","5","169172","Late Jurassic",NA,"163.5","145","80975;80975","Nilsonia","169172","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Nilssonia","sp.",NA,163.5,145,"41","41","41",NA,NA,NA,NA,NA
"1:2585","1598018","occ","225420","Platypterygium balli n. sp.","3","412905","Pseudoctenis ballii","3","458184","Artinskian","Kungurian","290.1","272.3","80975;80975","Pseudoctenis","279032","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Platypterygium","balli","n. sp.",290.1,272.3,"773","149","148","Nilssoniaceae","168703",NA,NA,NA
"1:2586","1598019","occ","224700","Pseudoctenis ballii","3","458184","Pseudoctenis ballii","3","458184","Artinskian","Kungurian","290.1","272.3","80975;80975","Pseudoctenis","279032","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Pseudoctenis","ballii",NA,290.1,272.3,"773","149","148","Nilssoniaceae","168703",NA,NA,NA
"1:2587","1598020","occ","225421","Pseudoctenis ballii","3","458184","Pseudoctenis ballii","3","458184","Lopingian","Early Triassic","259.9","247.2","80975;80975","Pseudoctenis","279032","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Pseudoctenis","ballii",NA,259.9,247.2,"751","771","46","Nilssoniaceae","168703",NA,NA,NA
"1:2588","1598021","occ","224604","Pterophyllum footeanum n. sp.","3","458185","Pseudoctenis footeana","3","458186","Late Jurassic",NA,"163.5","145","80975;80975","Pseudoctenis","279032","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Pterophyllum","footeanum","n. sp.",163.5,145,"41","41","41","Nilssoniaceae","168703",NA,NA,NA
"1:2589","1598022","occ","224646","Pterophyllum footeanum","3","458185","Pseudoctenis footeana","3","458186","Late Jurassic",NA,"163.5","145","80975;80975","Pseudoctenis","279032","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Pterophyllum","footeanum",NA,163.5,145,"41","41","41","Nilssoniaceae","168703",NA,NA,NA
"1:2590","1598023","occ","224876","Zamites proximus","3","458187","Pseudoctenis footeana","3","458186","Late Jurassic",NA,"163.5","145","80975;80975","Pseudoctenis","279032","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Zamites","proximus",NA,163.5,145,"41","41","41","Nilssoniaceae","168703",NA,NA,NA
"1:2591","1598024","occ","224604","Zamites proximus","3","458187","Pseudoctenis footeana","3","458186","Late Jurassic",NA,"163.5","145","80975;80975","Pseudoctenis","279032","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Zamites","proximus",NA,163.5,145,"41","41","41","Nilssoniaceae","168703",NA,NA,NA
"1:2592","1598025","occ","224706","Zamites proximus","3","458187","Pseudoctenis footeana","3","458186","Late Jurassic",NA,"163.5","145","80975;80975","Pseudoctenis","279032","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Zamites","proximus",NA,163.5,145,"41","41","41","Nilssoniaceae","168703",NA,NA,NA
"1:2593","1598026","occ","30133","Zamites proximus","3","458187","Pseudoctenis footeana","3","458186","Late Jurassic",NA,"163.5","145","80975;80975","Pseudoctenis","279032","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Zamites","proximus",NA,163.5,145,"41","41","41","Nilssoniaceae","168703",NA,NA,NA
"1:2594","1598324","occ","224645","Pterophyllum braunianum","3","407036","Ctenophyllum braunianum","3","407037","Late Jurassic",NA,"163.5","145","80975;80975","Ctenophyllum","385191","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Pterophyllum","braunianum",NA,163.5,145,"41","41","41","Cycadaceae","54571",NA,NA,NA
"1:2595","1598345","occ","225286","Nilssonia princeps","3","456396","Nilssonia princeps","3","456396","Late Jurassic",NA,"163.5","145","80975;80975","Nilsonia","169172","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Nilssonia","princeps",NA,163.5,145,"41","41","41",NA,NA,NA,NA,NA
"1:2596","1598346","occ","224607","Nilssonia princeps","3","456396","Nilssonia princeps","3","456396","Late Jurassic",NA,"163.5","145","80975;80975","Nilsonia","169172","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Nilssonia","princeps",NA,163.5,145,"41","41","41",NA,NA,NA,NA,NA
"1:2597","1598347","occ","224706","Nilssonia princeps","3","456396","Nilssonia princeps","3","456396","Late Jurassic",NA,"163.5","145","80975;80975","Nilsonia","169172","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Nilssonia","princeps",NA,163.5,145,"41","41","41",NA,NA,NA,NA,NA
"1:2598","1598348","occ","224768","Nilssonia princeps","3","456396","Nilssonia princeps","3","456396","Late Jurassic",NA,"163.5","145","80975;80975","Nilsonia","169172","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Nilssonia","princeps",NA,163.5,145,"41","41","41",NA,NA,NA,NA,NA
"1:2599","1598349","occ","224762","Nilssonia princeps","3","456396","Nilssonia princeps","3","456396","Late Jurassic",NA,"163.5","145","80975;80975","Nilsonia","169172","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Nilssonia","princeps",NA,163.5,145,"41","41","41",NA,NA,NA,NA,NA
"1:2600","1598350","occ","224764","Nilssonia princeps","3","456396","Nilssonia princeps","3","456396","Late Jurassic",NA,"163.5","145","80975;80975","Nilsonia","169172","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Nilssonia","princeps",NA,163.5,145,"41","41","41",NA,NA,NA,NA,NA
"1:2601","1598351","occ","224958","Nilssonia princeps","3","456396","Nilssonia princeps","3","456396","Late Jurassic",NA,"163.5","145","80975;80975","Nilsonia","169172","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Nilssonia","princeps",NA,163.5,145,"41","41","41",NA,NA,NA,NA,NA
"1:2602","1598352","occ","225285","Nilssonia princeps","3","456396","Nilssonia princeps","3","456396","Late Jurassic",NA,"163.5","145","80975;80975","Nilsonia","169172","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Nilssonia","princeps",NA,163.5,145,"41","41","41",NA,NA,NA,NA,NA
"1:2603","1598353","occ","224694","Nilssonia princeps","3","456396","Nilssonia princeps","3","456396","Late Jurassic",NA,"163.5","145","80975;80975","Nilsonia","169172","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Nilssonia","princeps",NA,163.5,145,"41","41","41",NA,NA,NA,NA,NA
"1:2604","1598354","occ","224679","Nilssonia princeps","3","456396","Nilssonia princeps","3","456396","Late Jurassic",NA,"163.5","145","80975;80975","Nilsonia","169172","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Nilssonia","princeps",NA,163.5,145,"41","41","41",NA,NA,NA,NA,NA
"1:2605","1601748","occ","224706","Nilssonia cf. sp.",NA,"157259","Nilsonia","5","169172","Late Jurassic",NA,"163.5","145","80975;80975","Nilsonia","169172","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Nilssonia","sp.",NA,163.5,145,"41","41","41",NA,NA,"cf.",NA,NA
"1:2606","1601749","occ","225144","Nilssonia cf. sp.",NA,"157259","Nilsonia","5","169172","Late Jurassic",NA,"163.5","145","80975;80975","Nilsonia","169172","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Nilssonia","sp.",NA,163.5,145,"41","41","41",NA,NA,"cf.",NA,NA
"1:2607","1601750","occ","30133","Nilssonia cf. sp.",NA,"157259","Nilsonia","5","169172","Late Jurassic",NA,"163.5","145","80975;80975","Nilsonia","169172","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Nilssonia","sp.",NA,163.5,145,"41","41","41",NA,NA,"cf.",NA,NA
"1:2608","1602972","occ","224716","Taeniopteris densinervis","3","460758","Taeniopteris densinervis","3","460758","Late Jurassic",NA,"163.5","145","80975;80975","Taeniopteris","56180","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Taeniopteris","densinervis",NA,163.5,145,"41","41","41",NA,NA,NA,NA,NA
"1:2609","1602973","occ","224876","Taeniopteris dentata n. sp.","3","460759","Taeniopteris dentata","3","460759","Late Jurassic",NA,"163.5","145","80975;80975","Taeniopteris","56180","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Taeniopteris","dentata","n. sp.",163.5,145,"41","41","41",NA,NA,NA,NA,NA
"1:2610","1602974","occ","224678","Stangerites ensis n. sp.","3","460760","Taeniopteris ensis","3","460762","Late Jurassic",NA,"163.5","145","80975;80975","Taeniopteris","56180","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Stangerites","ensis","n. sp.",163.5,145,"41","41","41",NA,NA,NA,NA,NA
"1:2611","1602975","occ","224768","Taeniopteris ensis","3","460762","Taeniopteris ensis","3","460762","Late Jurassic",NA,"163.5","145","80975;80975","Taeniopteris","56180","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Taeniopteris","ensis",NA,163.5,145,"41","41","41",NA,NA,NA,NA,NA
"1:2612","1602976","occ","224762","Taeniopteris ensis","3","460762","Taeniopteris ensis","3","460762","Late Jurassic",NA,"163.5","145","80975;80975","Taeniopteris","56180","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Taeniopteris","ensis",NA,163.5,145,"41","41","41",NA,NA,NA,NA,NA
"1:2613","1602977","occ","224764","Taeniopteris ensis","3","460762","Taeniopteris ensis","3","460762","Late Jurassic",NA,"163.5","145","80975;80975","Taeniopteris","56180","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Taeniopteris","ensis",NA,163.5,145,"41","41","41",NA,NA,NA,NA,NA
"1:2614","1602978","occ","224958","Taeniopteris ensis","3","460762","Taeniopteris ensis","3","460762","Late Jurassic",NA,"163.5","145","80975;80975","Taeniopteris","56180","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Taeniopteris","ensis",NA,163.5,145,"41","41","41",NA,NA,NA,NA,NA
